Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.12232E-3,62.357108426,0.809444134,0.026468932,0.636636637,0.535079051
1.12327E-3,62.581676533,0.809713403,0.026281209,0.63963964,0.536561265
1.12442E-3,62.806461652,0.810035663,0.026093486,0.641141141,0.537055336
1.12824E-3,63.031775445,0.811104057,0.025905763,0.644144144,0.538043478
1.12964E-3,63.257570434,0.8114944,0.02571804,0.647147147,0.539031621
1.13618E-3,63.594124333,0.813307541,0.025436456,0.651651652,0.540513834
1.13716E-3,63.824781863,0.813575981,0.025248733,0.654654655,0.545948617
1.13876E-3,64.052518425,0.814017786,0.02506101,0.656156156,0.546936759
1.13937E-3,64.28036109,0.814183564,0.024873287,0.657657658,0.547924901
1.14116E-3,64.508569711,0.814675389,0.024685564,0.660660661,0.549407115
1.14206E-3,64.851039961,0.814921823,0.02440398,0.665165165,0.549407115
1.14444E-3,65.079889145,0.815570266,0.024216257,0.668168168,0.554841897
1.14564E-3,65.308938028,0.815896432,0.024028534,0.66966967,0.554841897
1.15389E-3,65.539321121,0.818128718,0.023840811,0.672672673,0.55583004
1.15774E-3,65.770561253,0.81915884,0.023653088,0.675675676,0.558300395
1.1604E-3,66.00240149,0.819867554,0.023465365,0.678678679,0.559782609
1.16266E-3,66.350963198,0.820468476,0.023183781,0.683183183,0.56027668
1.16592E-3,66.57876801,0.821330248,0.022996058,0.686186186,0.561264822
1.16662E-3,66.817229711,0.821514399,0.022808335,0.689189189,0.56472332
1.16914E-3,67.050831558,0.82217836,0.022620612,0.690690691,0.570158103
1.17125E-3,67.285074405,0.822732262,0.022432889,0.692192192,0.570652174
1.17174E-3,67.519401096,0.822860933,0.022245166,0.693693694,0.571640316
1.17386E-3,67.754136792,0.823413245,0.022057443,0.695195195,0.573616601
1.17626E-3,68.106759727,0.824038182,0.021775859,0.698198198,0.573616601
1.17734E-3,68.34214894,0.824318285,0.021588136,0.701201201,0.573616601
1.17985E-3,68.577971944,0.82496972,0.021400413,0.704204204,0.576581028
1.18712E-3,68.815383171,0.826840018,0.02121269,0.705705706,0.57756917
1.18904E-3,69.053089334,0.827330631,0.021024967,0.707207207,0.578557312
1.19088E-3,69.291093863,0.827799108,0.020837244,0.708708709,0.578557312
1.19353E-3,69.529684692,0.828471117,0.020649521,0.711711712,0.593873518
1.19738E-3,69.76895216,0.829443266,0.020461798,0.714714715,0.596343874
1.20029E-3,70.008773506,0.83017526,0.020274075,0.717717718,0.602272727
1.20224E-3,70.369315913,0.83066294,0.019992491,0.722222222,0.604743083
